"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"86","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","363","19","CyclomaticComplexity","The method 'checkFieldHistoryStatus(String, String)' has a cyclomatic complexity of 30.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"87","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","373","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"88","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","380","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"89","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","384","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"90","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","389","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"91","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","403","25","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"92","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","412","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"93","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","421","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"94","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","429","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"95","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","439","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"96","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","452","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"97","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","458","65","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"98","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","464","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"99","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","479","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"100","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","486","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"101","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","491","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"102","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","528","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"103","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","535","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"104","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","538","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"105","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","542","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"106","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","548","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"107","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","559","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"108","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","564","59","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"109","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","566","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"110","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","571","54","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"111","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","580","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"112","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","585","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"113","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","588","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"114","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","594","19","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"115","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","594","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"116","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","594","19","NcssMethodCount","The method 'createLookupField()' has an NCSS line count of 58 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"117","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","606","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"118","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","614","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"119","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","626","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"120","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","636","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"121","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","657","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"122","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","665","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"123","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","670","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"124","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/MetaDataUtilityCls.cls","710","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"125","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/PostInstallScript.cls","1","8","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"126","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/GetFlowsListController.cls","1","21","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"127","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/GetFlowsListController.cls","2","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"128","5","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/GetFlowsListController.cls","4","36","UnusedLocalVariable","Variable 'flowList' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"129","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/GetFlowsListController.cls","4","47","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"130","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","3","21","ExcessiveClassLength","Avoid really long classes.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveclasslength","Design","pmd"
"131","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","3","21","AvoidGlobalModifier","Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier","Best Practices","pmd"
"132","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","3","21","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"133","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","3","21","StdCyclomaticComplexity","The class 'ListenerFlowController' has a Standard Cyclomatic Complexity of 7 (Highest = 24).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"134","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","3","21","CognitiveComplexity","The class 'ListenerFlowController' has a total cognitive complexity of 211 (highest 49), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"135","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","3","21","CyclomaticComplexity","The class 'ListenerFlowController' has a total cyclomatic complexity of 131 (highest 32).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"136","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","3","21","NcssTypeCount","The type has an NCSS line count of 508","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncsstypecount","Design","pmd"
"137","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","3","21","TooManyFields","Too many fields","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#toomanyfields","Design","pmd"
"138","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","34","28","FieldNamingConventions","The static field name 'MAX_RETRY_COUNT' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"139","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","38","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"140","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","45","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"141","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","54","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"142","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","68","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"143","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","71","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"144","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","78","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"145","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","79","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"146","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","79","23","PropertyNamingConventions","The instance property name 'Id' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#propertynamingconventions","Code Style","pmd"
"147","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","80","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"148","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","80","23","PropertyNamingConventions","The instance property name 'FieldValue' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#propertynamingconventions","Code Style","pmd"
"149","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","81","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"150","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","81","23","PropertyNamingConventions","The instance property name 'OldValue' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#propertynamingconventions","Code Style","pmd"
"151","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","82","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"152","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","82","23","PropertyNamingConventions","The instance property name 'NewValue' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#propertynamingconventions","Code Style","pmd"
"153","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","83","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"154","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","83","25","PropertyNamingConventions","The instance property name 'CreatedDate' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#propertynamingconventions","Code Style","pmd"
"155","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","87","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"156","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","88","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"157","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","88","25","PropertyNamingConventions","The instance property name 'CreatedDate' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#propertynamingconventions","Code Style","pmd"
"158","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","89","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"159","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","89","19","PropertyNamingConventions","The instance property name 'Id' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#propertynamingconventions","Code Style","pmd"
"160","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","91","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"161","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","91","34","FormalParameterNamingConventions","The method parameter name 'CreatedDate' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"162","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","91","56","FormalParameterNamingConventions","The method parameter name 'Id' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"163","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","100","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"164","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","104","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"165","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","116","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"166","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","133","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"167","1","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","133","12","MethodNamingConventions","The instance method name 'sortHistoryList_Test' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"168","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","170","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"169","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","176","16","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"170","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","227","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"171","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","230","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
